id,drugbank_id,name,type,groups,categories,SMILES,PubChem_CID
9821,DB11818,Retosiban,small molecule,investigational,,CC[C@H](C)[C@H]1N([C@@H](C(=O)N2CCOCC2)C2=COC(C)=N2)C(=O)[C@H](NC1=O)C1CC2=CC=CC=C2C1,11340891
9822,DB11819,ASP-4058,small molecule,investigational,"Heterocyclic Compounds, Fused-Ring|Oxazoles",C[C@H](OC1=CC=C(C=C1C(F)(F)F)C1=NC(=NO1)C1=CC=C2NC=NC2=C1)C(F)(F)F,16755143
9823,DB11820,Nifurtimox,small molecule,investigational,"Agents Against Leishmaniasis and Trypanosomiasis|Anti-Infective Agents|Antiparasitic Agents|Antiparasitic Products, Insecticides and Repellents|Antiprotozoals|Furans|Nitro Compounds|Nitrofuran Derivatives|Nitrofurans|Sulfur Compounds|Thiazines|Trypanocidal Agents",CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)[N+]([O-])=O,6842999
9824,DB11821,Danegaptide,small molecule,investigational,"Acids, Acyclic|Acids, Carbocyclic|Amides|Amino Acids|Amino Acids, Cyclic|Amino Acids, Peptides, and Proteins|Benzene Derivatives|Benzoates|Imines|Imino Acids|Oligopeptides|Peptides",NCC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)C1=CC=CC=C1,16656685
9825,DB11822,TMC-647055,small molecule,investigational,"Amides|Heterocyclic Compounds, Fused-Ring|Sulfones|Sulfur Compounds",COC1=CC=C2C3=C(C4CCCCC4)C4=CC=C5C=C4N3CC(=CC2=C1)C(=O)N(C)CCOCCN(C)S(=O)(=O)NC5=O,44556044
9826,DB11823,Esketamine,small molecule,approved|investigational,"Agents producing tachycardia|Anesthetics|Anesthetics, General|Antidepressive Agents|Central Nervous System Agents|Central Nervous System Depressants|Cyclohexanes|Cycloparaffins|Cytochrome P-450 CYP2B6 Inducers|Cytochrome P-450 CYP2B6 Inducers (weak)|Cytochrome P-450 CYP2B6 Substrates|Cytochrome P-450 CYP2C19 Substrates|Cytochrome P-450 CYP2C9 Substrates|Cytochrome P-450 CYP3A Inducers|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inducers|Cytochrome P-450 CYP3A4 Inducers (weak)|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inducers|Cytochrome P-450 Substrates|Nervous System|Psychotropic Drugs",CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl,182137
9827,DB11824,Tofogliflozin,small molecule,investigational,Benzene Derivatives|Blood Glucose Lowering Agents|Carbohydrates|Glycosides|Sodium-Glucose Transporter 2 Inhibitors,CCC1=CC=C(CC2=CC=C3CO[C@]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3=C2)C=C1,46908929
9828,DB11825,Mirogabalin,small molecule,investigational,,CCC1=C[C@@H]2[C@@H](C[C@]2(CN)CC(O)=O)C1,59509752
9830,DB11827,Ertugliflozin,small molecule,approved|investigational,Alimentary Tract and Metabolism|BCRP/ABCG2 Substrates|Blood Glucose Lowering Agents|Diuretics|Drugs Used in Diabetes|P-glycoprotein substrates|Sodium-glucose co-transporter 2 (SGLT2) inhibitors|Sodium-glucose Cotransporter 2 (SGLT2) Inhibitors|Sodium-Glucose Transporter 2 Inhibitors|UGT1A1 Inhibitors|UGT1A4 Inhibitors|UGT1A9 Substrates|UGT2B7 substrates,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1,44814423
9831,DB11828,Neratinib,small molecule,approved|investigational,"Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index|Cytochrome P-450 Substrates|Heterocyclic Compounds, Fused-Ring|Kinase Inhibitor|P-glycoprotein inhibitors|Protein Kinase Inhibitors|Tyrosine Kinase Inhibitors",CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N,9915743
9832,DB11829,Ruboxistaurin,small molecule,investigational,"Acids, Acyclic|Dicarboxylic Acids|Enzyme Inhibitors|Heterocyclic Compounds, Fused-Ring|Imides|Maleates|Protein Kinase C, antagonists & inhibitors",CN(C)C[C@@H]1CCN2C=C(C3=C2C=CC=C3)C2=C(C(=O)NC2=O)C2=CN(CCO1)C1=C2C=CC=C1,153999
9833,DB11830,Mocetinostat,small molecule,investigational,"Acids, Carbocyclic|Amides|Antineoplastic Agents|Benzene Derivatives|Benzoates|Enzyme Inhibitors|Histone Deacetylase Inhibitors|Moderate Risk QTc-Prolonging Agents|QTc Prolonging Agents",NC1=CC=CC=C1NC(=O)C1=CC=C(CNC2=NC=CC(=N2)C2=CC=CN=C2)C=C1,9865515
9834,DB11831,Dinitrochlorobenzene,small molecule,investigational,"Antigens|Benzene Derivatives|Biological Factors|Chlorobenzenes|Compounds used in a research, industrial, or household setting|Dinitrobenzenes|Epitopes|Haptens|Hydrocarbons, Chlorinated|Hydrocarbons, Halogenated|Indicators and Reagents|Irritants|Laboratory Chemicals|Nitro Compounds|Nitrobenzenes|Noxae|Toxic Actions",ClC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,6
9835,DB11832,Crenolanib,small molecule,investigational,"Antineoplastic Agents|Heterocyclic Compounds, Fused-Ring|Receptor, Platelet-Derived Growth Factor alpha, antagonists & inhibitors|Receptor, Platelet-Derived Growth Factor beta, antagonists & inhibitors|Tyrosine Kinase Inhibitors",CC1(COC2=CC=C3N(C=NC3=C2)C2=CC=C3C=CC=C(N4CCC(N)CC4)C3=N2)COC1,10366136
9836,DB11833,Basimglurant,small molecule,investigational,,CC1=NC(C#CC2=CC=NC(Cl)=C2)=C(C)N1C1=CC=C(F)C=C1,11438771
9838,DB11835,Indium In-111 pentetreotide,small molecule,approved|investigational,"Amino Acids, Peptides, and Proteins|Diagnostic Radiopharmaceuticals|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Hypothalamic Hormones|Indium (111In) Compounds|Indium Radioisotopes|Nerve Tissue Proteins|Neuropeptides|Pancreatic Hormones|Peptide Hormones|Peptides|Pituitary Hormone Release Inhibiting Hormones|Proteins|Radioactive Diagnostic Agent|Radiopharmaceutical Activity|Tumour Detection",[111In+3].CC(O)C(CO)N=C(O)C1CSSCC(N=C(O)C(CC2=CC=CC=C2)N=C([O-])CN(CCN(CCC(C(O)=O)C(O)=O)CC([O-])=O)CC([O-])=O)C(O)=NC(CC2=CC=CC=C2)C(O)=NC(CC2=CNC3=CC=CC=C23)C(O)=NC(CCCCN)C([O-])=NC(C(C)O)C(O)=N1,131704321
9839,DB11836,Sapanisertib,small molecule,investigational,"Heterocyclic Compounds, Fused-Ring",CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC=C2OC(N)=NC2=C1,45375953
9840,DB11837,Osilodrostat,small molecule,approved|investigational,"Cytochrome P-450 CYP11B2, antagonists & inhibitors|Cytochrome P-450 CYP1A2 Inhibitors|Cytochrome P-450 CYP1A2 Inhibitors (moderate)|Cytochrome P-450 CYP2B6 Substrates|Cytochrome P-450 CYP2C19 Inhibitors|Cytochrome P-450 CYP2C19 Inhibitors (weak)|Cytochrome P-450 CYP2D6 Inhibitors|Cytochrome P-450 CYP2D6 Inhibitors (weak)|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 CYP2E1 Inhibitors|Cytochrome P-450 CYP2E1 Inhibitors (strength unknown)|Cytochrome P-450 CYP3A Inhibitors|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inhibitors|Cytochrome P-450 CYP3A4 Inhibitors (weak)|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 CYP3A5 Inhibitors|Cytochrome P-450 CYP3A5 Inhibitors (weak)|Cytochrome P-450 Enzyme Inhibitors|Cytochrome P-450 Substrates|MATE 1 Inhibitors|MATE inhibitors|OAT1/SLC22A6 inhibitors|OAT3/SLC22A8 Inhibitors|OATP1B1/SLCO1B1 Inhibitors|OCT1 inhibitors|OCT2 Inhibitors|UGT1A4 substrates|UGT2B7 substrates",FC1=C(C=CC(=C1)C#N)[C@H]1CCC2=CN=CN12,44139752
9841,DB11838,Revamilast,small molecule,investigational,,[O-][N+]1=CC(Cl)=C(NC(=O)C2=CC=C(OC(F)F)C3=C2C2=CN=CC=C2O3)C(Cl)=C1,11546664
9842,DB11839,PZ-128,small molecule,investigational,,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,72187679
9844,DB11841,Entinostat,small molecule,investigational,"Acids, Carbocyclic|Amides|Antineoplastic Agents|Benzene Derivatives|Benzoates|Enzyme Inhibitors|Histone Deacetylase Inhibitors|Moderate Risk QTc-Prolonging Agents|QTc Prolonging Agents",NC1=CC=CC=C1NC(=O)C1=CC=C(CNC(=O)OCC2=CN=CC=C2)C=C1,4261
9845,DB11842,Angiotensin II,small molecule,approved|investigational,"Amino Acids, Peptides, and Proteins|Angiotensin II, antagonists & inhibitors|Angiotensins|Autacoids|Biological Factors|Cardiac Stimulants Excl. Cardiac Glycosides|Cardiac Therapy|Cardiovascular Agents|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Inflammation Mediators|Nerve Tissue Proteins|Neuropeptides|Oligopeptides|Peptide Hormones|Peptides|Proteins|Vasoconstriction|Vasoconstrictor Agents",CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,172198
9846,DB11843,PF-04958242,small molecule,investigational,Amides|Sulfones|Sulfur Compounds,CC(C)S(=O)(=O)N[C@H]1COC[C@H]1OC1=CC=C(C=C1)C1=CC=C(S1)C#N,49853967
9847,DB11844,Pritelivir,small molecule,investigational,Anti-Infective Agents|Antiviral Agents|Enzyme Inhibitors|Sulfur Compounds,CN(C(=O)CC1=CC=C(C=C1)C1=CC=CC=N1)C1=NC(C)=C(S1)S(N)(=O)=O,491941
9848,DB11845,Lucitanib,small molecule,investigational,"Heterocyclic Compounds, Fused-Ring",CNC(=O)C1=C2C=CC(OC3=C4C=C(OC)C(OCC5(N)CC5)=CC4=NC=C3)=CC2=CC=C1,25031915
9849,DB11846,Creatinine,small molecule,investigational,Imidazoles,CN1CC(=O)NC1=N,588
9850,DB11847,Cadazolid,small molecule,investigational,Oxazoles,OC[C@H]1CN(C(=O)O1)C1=CC(F)=C(OCC2(O)CCN(CC2)C2=C(F)C=C3C(=O)C(=CN(C4CC4)C3=C2)C(O)=O)C=C1,44242317
9851,DB11848,Mannose 6-phosphate,small molecule,investigational,,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)C=O,6101690
9854,DB11851,Bafetinib,small molecule,investigational,Enzyme Inhibitors|Protein Kinase Inhibitors,CN(C)[C@H]1CCN(CC2=C(C=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CN=C3)=C2)C(F)(F)F)C1,11387605
9855,DB11852,Tegobuvir,small molecule,investigational,"Heterocyclic Compounds, Fused-Ring",FC1=CC=CC=C1C1=NC2=CN(CC3=CC=C(N=N3)C3=CC=C(C=C3C(F)(F)F)C(F)(F)F)C=CC2=N1,23649154
9856,DB11853,Relugolix,small molecule,investigational,"Benzene Derivatives|Pyrimidines|Receptors, LHRH, antagonists & inhibitors",CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)C)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=C(OC)N=N1,10348973
9858,DB11855,Revefenacin,small molecule,approved|investigational,Amides|Anticholinergic Agents|BCRP/ABCG2 Substrates|Benzene Derivatives|Bronchodilator Agents|Cytochrome P-450 CYP2D6 Substrates|Cytochrome P-450 Substrates|Muscarinic Antagonists|OATP1B1/SLCO1B1 Substrates|OATP1B3 substrates|P-glycoprotein substrates,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1,11753673
9861,DB11858,Leukotriene D4,small molecule,investigational,"Arachidonic Acids|Autacoids|Biological Factors|Eicosanoids|Fatty Acids|Fatty Acids, Essential|Fatty Acids, Unsaturated|Inflammation Mediators|Leukotrienes|Lipids|SRS-A",CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](N)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O,5280878
9862,DB11859,Brexanolone,small molecule,approved|investigational,"Anesthetics|Anticonvulsants|Biopolymers|Carbohydrates|Central Nervous System Agents|Central Nervous System Depressants|Compounds used in a research, industrial, or household setting|Corpus Luteum Hormones|Cyclodextrins|Dextrins|Diet, Food, and Nutrition|Dietary Carbohydrates|Food|Food and Beverages|Fused-Ring Compounds|GABA Modulators|Glucans|Gonadal Hormones|Gonadal Steroid Hormones|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Macromolecular Substances|Pharmaceutical Preparations|Physiological Phenomena|Polymers|Polysaccharides|Pregnanes|Pregnenediones|Pregnenes|Progesterone Congeners|Starch|Steroids",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O,92786
9863,DB11860,Aramchol,small molecule,investigational,Bile Acids and Salts|Cholanes|Fused-Ring Compounds|Steroids,CCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CC[C@@]2(C)[C@H](C[C@@H](O)[C@H]3[C@@H]4CC[C@H]([C@H](C)CCC(O)=O)[C@@]4(C)[C@@H](O)C[C@H]23)C1,18738120
9864,DB11861,Litronesib,small molecule,investigational,Amides|Sulfones|Sulfur Compounds|Thiazoles,CCNCCS(=O)(=O)NC[C@]1(SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C)C1=CC=CC=C1,25167017
9866,DB11863,Alvelestat,small molecule,investigational,"Leukocyte Elastase, antagonists & inhibitors|Pyridines|Sulfur Compounds",CN1N=CC=C1C1=C(C)N(C2=CC=CC(=C2)C(F)(F)F)C(=O)C(=C1)C(=O)NCC1=NC=C(C=C1)S(C)(=O)=O,71587812
9867,DB11864,Preladenant,small molecule,investigational,,COCCOC1=CC=C(C=C1)N1CCN(CCN2N=CC3=C2N=C(N)N2N=C(N=C32)C2=CC=CO2)CC1,10117987
9868,DB11865,Brivanib alaninate,small molecule,investigational,"Amino Acids|Amino Acids, Peptides, and Proteins",C[C@H](COC1=CN2N=CN=C(OC3=CC=C4NC(C)=CC4=C3F)C2=C1C)OC(=O)[C@H](C)N,11154925
9870,DB11867,JNJ-39393406,small molecule,investigational,,CN(C)C(=O)CCN1N=C(NC2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC=NC=C1,16755766
9871,DB11868,Etiracetam,small molecule,investigational,"Acetamides|Acetates|Acids, Acyclic|Amides|Anticonvulsants|Central Nervous System Agents|Central Nervous System Depressants|Fatty Acids|Fatty Acids, Volatile|Lipids|Nootropic Agents|Pyrrolidines|Pyrrolidinones",CCC(N1CCCC1=O)C(N)=O,59708
9872,DB11869,Valspodar,small molecule,investigational,"Amino Acids, Peptides, and Proteins|ATP Binding Cassette Transporter, Subfamily B, Member 1|Drug Resistance, Multiple|OATP1B1/SLCO1B1 Inhibitors|OATP1B3 inhibitors|P-glycoprotein inhibitors|P-glycoprotein substrates|Peptides|Peptides, Cyclic",C\C=C\C[C@@H](C)C(=O)[C@@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@@H](NC1=O)C(C)C)C(C)C,5281884
9873,DB11870,RG-4733,small molecule,investigational,"Amyloid Precursor Protein Secretases, antagonists & inhibitors|Heterocyclic Compounds, Fused-Ring",CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@H]1C2=CC=CC=C2C2=CC=CC=C2NC1=O,49867930
9874,DB11871,PF-00610355,small molecule,investigational,"Acetamides|Acetates|Acids, Acyclic|Adrenergic Agonists|Adrenergic beta-2 Receptor Agonists|Adrenergic beta-Agonists|Agents producing tachycardia|Agents that produce hypertension|Amides|Benzene Derivatives|Fatty Acids|Fatty Acids, Volatile|Lipids|Sulfones|Sulfur Compounds",CC(C)(CC1=CC=CC(CC(=O)NCC2=CC=CC(=C2)C2=CC=C(O)C=C2)=C1)NC[C@H](O)C1=CC=C(O)C(NS(C)(=O)=O)=C1,11505444
9875,DB11872,ZD-6126,small molecule,investigational,,COC1=C(OC)C(OC)=C2C(CC[C@H](NC(C)=O)C3=C2C=CC(OP(O)(O)=O)=C3)=C1,9896434
9876,DB11873,Verinurad,small molecule,investigational,"Acids, Acyclic|Antigout Preparations|Antirheumatic Agents|Fatty Acids|Fatty Acids, Volatile|Lipids",CC(C)(SC1=CC=NC=C1C1=C2C=CC=CC2=C(C=C1)C#N)C(O)=O,54767229
9877,DB11874,Crocin,small molecule,investigational,"Alkenes|Biological Factors|Condiments|Cyclohexanes|Cyclohexenes|Cycloparaffins|Hydrocarbons, Acyclic|Pigments, Biological|Polyenes|Terpenes",C\C(\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C/C=C/C=C(\C)/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,5281233
9878,DB11875,"3,3'-diindolylmethane",small molecule,investigational,"Anticarcinogenic Agents|Compounds used in a research, industrial, or household setting|Heterocyclic Compounds, Fused-Ring|Protective Agents",C(C1=CNC2=CC=CC=C12)C1=CNC2=CC=CC=C12,3071
9879,DB11876,Alanyl glutamine,small molecule,investigational,"Amino Acids|Amino Acids, Peptides, and Proteins|Blood and Blood Forming Organs|Blood Substitutes and Perfusion Solutions|I.V. Solution Additives|Oligopeptides|Peptides",C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O,123935
9880,DB11877,Basmisanil,small molecule,investigational,,CC1=C(COC2=CC=C(C=N2)C(=O)N2CCS(=O)(=O)CC2)C(=NO1)C1=CC=C(F)C=C1,57336276
9881,DB11878,Filibuvir,small molecule,investigational,"Pyrans|RNA Replicase, antagonists & inhibitors",CCC1=CC(CC[C@@]2(CC(O)=C(CC3=NN4C(=N3)N=C(C)C=C4C)C(=O)O2)C2CCCC2)=CC(CC)=N1,54708673
9882,DB11879,Dusquetide,small molecule,investigational,"Amino Acids, Peptides, and Proteins|Peptides",CC[C@H](C)C(NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(N)=O,71722017
9883,DB11880,Acridine Carboxamide,small molecule,investigational,"Antineoplastic Agents|Enzyme Inhibitors|Heterocyclic Compounds, Fused-Ring|Topoisomerase II Inhibitors|Topoisomerase Inhibitors",CN(C)CCNC(=O)C1=C2N=C3C=CC=CC3=CC2=CC=C1,107805
9884,DB11881,AUY922,small molecule,investigational,"Benzene Derivatives|HSP90 Heat-Shock Proteins, antagonists & inhibitors|Phenols",CCNC(=O)C1=NOC(=C1C1=CC=C(CN2CCOCC2)C=C1)C1=CC(=C(O)C=C1O)C(C)(C)C,10480258
9885,DB11882,BPC-157,small molecule,investigational,"Amino Acids, Peptides, and Proteins|Anti-Ulcer Agents|Gastrointestinal Agents|Peptides",CC(C)C[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(O)=O)NC(=O)CN)C(=O)N[C@@H](C(C)C)C(O)=O,9941957
9886,DB11883,SB-705498,small molecule,investigational,"TRPV Cation Channels, antagonists & inhibitors",FC(F)(F)C1=CC=C(N=C1)N1CC[C@H](C1)NC(=O)NC1=CC=CC=C1Br,9910486
9888,DB11885,Anlotinib,small molecule,investigational,"Heterocyclic Compounds, Fused-Ring",COC1=CC2=C(OC3=CC=C4NC(C)=CC4=C3F)C=CN=C2C=C1OCC1(N)CC1,25017411
9889,DB11886,Infigratinib,small molecule,investigational,"Antineoplastic Agents|Benzene Derivatives|Receptor, Fibroblast Growth Factor, Type 1, antagonists & inhibitors",CCN1CCN(CC1)C1=CC=C(NC2=CC(=NC=N2)N(C)C(=O)NC2=C(Cl)C(OC)=CC(OC)=C2Cl)C=C1,53235510
9890,DB11888,Laninamivir octanoate,small molecule,investigational,"Acids, Acyclic|Amidines|Amino Sugars|Anti-Infective Agents|Antiviral Agents|Carbohydrates|Guanidines|Hydroxy Acids|Neuraminic Acids|Neuraminidase, antagonists & inhibitors|Pyrans|Sialic Acids|Sugar Acids",[H][C@]1(OC(=C[C@H](NC(N)=N)[C@H]1NC(C)=O)C(O)=O)[C@H](OC)[C@H](O)COC(=O)CCCCCCC,9847629
9891,DB11889,Lanicemine,small molecule,investigational,"Amines|Antidepressive Agents|Central Nervous System Depressants|Ethylamines|Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors",N[C@@H](CC1=CC=CC=N1)C1=CC=CC=C1,9794203
9892,DB11890,Cilengitide,small molecule,investigational,"Biological Factors|Bodily Secretions|Complex Mixtures|Fluids and Secretions|Toxins, Biological|Venoms",CC(C)[C@@H]1N(C)C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O,176873
9893,DB11891,CUDC-907,small molecule,investigational,"Antineoplastic Agents|Histone Deacetylase Inhibitors|Oxazines|Phosphatidylinositol 3-Kinase, antagonists & inhibitors|Potential QTc-Prolonging Agents|QTc Prolonging Agents",COC1=CC=C(C=N1)C1=NC(N2CCOCC2)=C2SC(CN(C)C3=NC=C(C=N3)C(=O)NO)=CC2=N1,54575456
9894,DB11892,Prulifloxacin,small molecule,investigational,"Anti-Bacterial Agents|Anti-Infective Agents|Antibacterials for Systemic Use|Antiinfectives for Systemic Use|Cytochrome P-450 CYP1A2 Inhibitors|Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)|Cytochrome P-450 Enzyme Inhibitors|Dioxoles|Enzyme Inhibitors|Fluoroquinolones|Heterocyclic Compounds, Fused-Ring|Potential QTc-Prolonging Agents|QTc Prolonging Agents|Quinolines|Quinolones|Topoisomerase II Inhibitors|Topoisomerase Inhibitors",CC1SC2=C(C(O)=O)C(=O)C3=CC(F)=C(C=C3N12)N1CCN(CC2=C(C)OC(=O)O2)CC1,65947
9895,DB11893,Avagacestat,small molecule,investigational,"Amides|Amyloid Precursor Protein Secretases, antagonists & inhibitors|Oxazoles|Sulfones|Sulfur Compounds",NC(=O)[C@@H](CCC(F)(F)F)N(CC1=CC=C(C=C1F)C1=NOC=N1)S(=O)(=O)C1=CC=C(Cl)C=C1,46883536
9896,DB11894,Efatutazone,small molecule,investigational,"Antineoplastic Agents|PPAR gamma, antagonists & inhibitors|Sulfur Compounds|Thiazoles",CN1C(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)=NC2=CC=C(OC3=CC(C)=C(N)C(C)=C3)C=C12,9832447
9898,DB11896,Gedatolisib,small molecule,investigational,Enzyme Inhibitors|Oxazines|Protein Kinase Inhibitors,CN(C)C1CCN(CC1)C(=O)C1=CC=C(NC(=O)NC2=CC=C(C=C2)C2=NC(=NC(=N2)N2CCOCC2)N2CCOCC2)C=C1,44516953
9899,DB11898,"2,4-thiazolidinedione",small molecule,investigational,Blood Glucose Lowering Agents|Ligands|Sulfur Compounds|Thiazoles,O=C1CSC(=O)N1,5437
9900,DB11899,MK-8776,small molecule,investigational,,CN1C=C(C=N1)C1=C2N=C([C@@H]3CCCNC3)C(Br)=C(N)N2N=C1,46239015
9901,DB11900,OC-459,small molecule,investigational,"Heterocyclic Compounds, Fused-Ring|Indoles",CC1=C(CC2=CC=C3C=CC=CC3=N2)C2=CC(F)=CC=C2N1CC(O)=O,11462174
9902,DB11901,Apalutamide,small molecule,approved|investigational,"Antiandrogens|Antineoplastic Agents|Antineoplastic and Immunomodulating Agents|BCRP/ABCG2 Inducers|Cytochrome P-450 CYP2C19 Inducers|Cytochrome P-450 CYP2C19 Inducers (strong)|Cytochrome P-450 CYP2C8 Substrates|Cytochrome P-450 CYP2C9 Inducers|Cytochrome P-450 CYP2C9 Inducers (weak)|Cytochrome P-450 CYP3A Inducers|Cytochrome P-450 CYP3A Inducers (strong)|Cytochrome P-450 CYP3A Substrates|Cytochrome P-450 CYP3A4 Inducers|Cytochrome P-450 CYP3A4 Inducers (strong)|Cytochrome P-450 CYP3A4 Substrates|Cytochrome P-450 Enzyme Inducers|Cytochrome P-450 Substrates|Drugs that are Mainly Renally Excreted|Endocrine Therapy|Hormone Antagonists and Related Agents|Imidazoles|Imidazolidines|MATE 1 Inhibitors|MATE 2 Inhibitors|MATE inhibitors|OAT3/SLC22A8 Inhibitors|OATP1B1/SLCO1B1 Inducers|OCT2 Inhibitors|P-glycoprotein inducers|Prostatic Neoplasms, drug therapy",CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F,24872560
9903,DB11902,Gisadenafil,small molecule,investigational,"Amides|Cyclic Nucleotide Phosphodiesterases, Type 5|Pyrimidines|Sulfones|Sulfur Compounds",CCOC1=NC=C(C=C1C1=NC2=C(CC)N(CCOC)N=C2C(=O)N1)S(=O)(=O)N1CCN(CC)CC1,9892860
9904,DB11903,GW842166,small molecule,investigational,"Agents producing tachycardia|Cannabinoid Receptor Agonists|Cannabinoids and similars|Receptor, Cannabinoid, CB2, agonists",FC(F)(F)C1=NC(NC2=C(Cl)C=C(Cl)C=C2)=NC=C1C(=O)NCC1CCOCC1,10253143
9905,DB11904,Flumatinib,small molecule,investigational,"Acids, Carbocyclic|Amides|Amines|Benzene Derivatives|Benzoates|Enzyme Inhibitors|Protein Kinase Inhibitors|Pyridines|Tyrosine Kinase Inhibitors",CN1CCN(CC2=CC=C(C=C2C(F)(F)F)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)N=C2)CC1,46848036
9906,DB11905,Sutezolid,small molecule,investigational,"Acetates|Acids, Acyclic|Amides|Fatty Acids|Fatty Acids, Volatile|Lipids|Oxazoles|Tuberculosis, Pulmonary, drug therapy",CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCSCC2)C(F)=C1,465951
